sid,uniprot_id,uniprot.full.name,flag1,flag2,flag3,entrezgenesymbol
SeqId_7761_125,Q9Y259,Choline/ethanolamine kinase,0,0,1,CHKB
SeqId_7762_30,O75324,Stannin,0,1,1,SNN
SeqId_7763_25,P55287,Cadherin-11,0,0,1,CDH11
SeqId_7765_15,O43736,Integral membrane protein 2A,0,0,1,ITM2A
SeqId_7766_25,Q12836,Zona pellucida sperm-binding protein 4,0,0,1,ZP4
SeqId_7767_1,Q6UWE3,Colipase-like protein 2,0,0,1,CLPSL2
SeqId_7769_29,P78314,SH3 domain-binding protein 2,0,0,0,SH3BP2
SeqId_7770_25,Q9UMS0,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",0,0,0,NFU1
SeqId_7773_20,P43627,Killer cell immunoglobulin-like receptor 2DL2,0,1,1,KIR2DL2
SeqId_7776_20,Q8IZJ1,Netrin receptor UNC5B,5,0,1,UNC5B
SeqId_7778_104,Q96LW7,Caspase recruitment domain-containing protein 19,0,0,0,C9orf89
SeqId_7779_86,Q9NPF2,Carbohydrate sulfotransferase 11,0,0,0,CHST11
SeqId_7782_34,P56851,Epididymal secretory protein E3-beta,0,0,0,EDDM3B
SeqId_7784_1,P01042,Kininogen-1,6,0,1,KNG1
SeqId_7785_1,Q15768,Ephrin-B3,0,0,0,EFNB3
SeqId_7786_83,Q92478,C-type lectin domain family 2 member B,0,0,0,CLEC2B
SeqId_7787_25,A6NI73,Leukocyte immunoglobulin-like receptor subfamily A member 5,0,0,0,LILRA5
SeqId_7788_1,P18859,"ATP synthase-coupling factor 6, mitochondrial",0,0,1,ATP5J
SeqId_7789_182,Q13162,Peroxiredoxin-4,0,0,0,PRDX4
SeqId_7790_21,P15018,Leukemia inhibitory factor,0,0,0,LIF
SeqId_7792_58,Q9GZT6,"Coiled-coil domain-containing protein 90B, mitochondrial",0,0,1,CCDC90B
SeqId_7795_14,Q07444,NKG2-E type II integral membrane protein,0,0,0,KLRC3
SeqId_7796_10,P11912,B-cell antigen receptor complex-associated protein alpha chain,0,0,0,CD79A
SeqId_7797_11,Q9P0B6,Coiled-coil domain-containing protein 167,0,0,1,CCDC167
SeqId_7800_85,,,1,1,1,
SeqId_7801_30,,,1,1,1,
SeqId_7802_53,,,1,1,1,
SeqId_7803_4,O43916,Carbohydrate sulfotransferase 1,0,0,0,CHST1
SeqId_7805_52,O95249,Golgi SNAP receptor complex member 1,0,0,0,GOSR1
SeqId_7806_33,Q9UBV7,"Beta-1,4-galactosyltransferase 7",0,0,0,B4GALT7
SeqId_7808_5,O94923,D-glucuronyl C5-epimerase,0,0,0,GLCE
SeqId_7809_22,Q9BWV2,Spermatogenesis-associated protein 9,0,0,0,SPATA9
SeqId_7810_20,Q9BXJ0,Complement C1q tumor necrosis factor-related protein 5,0,0,0,C1QTNF5
SeqId_7813_6,P05187,"Alkaline phosphatase, placental type",5,0,1,ALPP
SeqId_7815_49,Q8WX77,Insulin-like growth factor-binding protein-like 1,0,0,0,IGFBPL1
SeqId_7816_23,,,1,1,1,
SeqId_7817_36,,,1,1,1,
SeqId_7818_101,Q6ZN66,Guanylate-binding protein 6,0,0,1,GBP6
SeqId_7821_6,Q13901,Nuclear nucleic acid-binding protein C1D,0,0,0,C1D
SeqId_7822_11,Q9NWW9,HRAS-like suppressor 2,0,0,0,HRASLS2
SeqId_7823_22,Q9UJ37,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",0,0,1,ST6GALNAC2
SeqId_7824_88,Q8IXL7,Methionine-R-sulfoxide reductase B3,0,0,0,MSRB3
SeqId_7825_7,Q8N2K0,Lysophosphatidylserine lipase ABHD12,0,0,0,ABHD12
SeqId_7826_1,Q9C098,Serine/threonine-protein kinase DCLK3,0,0,0,DCLK3
SeqId_7827_20,Q8TC27,Disintegrin and metalloproteinase domain-containing protein 32,0,0,0,ADAM32
SeqId_7835_2,O60238,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,0,0,0,BNIP3L
SeqId_7838_27,Q99954,Submaxillary gland androgen-regulated protein 3A,0,0,0,SMR3A
SeqId_7839_99,Q7Z5A8,Chemokine-like protein TAFA-3,0,0,0,FAM19A3
SeqId_7841_84,Q96AP7,Endothelial cell-selective adhesion molecule,0,0,0,ESAM
SeqId_7842_52,O75920,Small EDRK-rich factor 1,0,0,0,SERF1A
SeqId_7843_152,,,1,1,1,
SeqId_7846_44,Q9UQ72,Pregnancy-specific beta-1-glycoprotein 11,0,0,0,PSG11
SeqId_7847_66,,,1,1,1,
SeqId_7849_3,Q16769,Glutaminyl-peptide cyclotransferase,0,0,0,QPCT
SeqId_7850_1,Q96KJ9,"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial",0,0,1,COX4I2
SeqId_7851_30,Q86W74,Ankyrin repeat domain-containing protein 46,0,0,0,ANKRD46
SeqId_7852_9,Q9H2K0,"Translation initiation factor IF-3, mitochondrial",0,0,1,MTIF3
SeqId_7853_19,O75880,"Protein SCO1 homolog, mitochondrial",0,0,0,SCO1
SeqId_7854_38,Q68D85,Natural cytotoxicity triggering receptor 3 ligand 1,0,0,0,NCR3LG1
SeqId_7856_51,Q8WW52,Protein FAM151A,0,0,0,FAM151A
SeqId_7857_22,P30990,Neurotensin/neuromedin N,0,0,0,NTS
SeqId_7859_21,Q9UN70,Protocadherin gamma-C3,0,0,1,PCDHGC3
SeqId_7860_9,Q5GLZ8,Probable E3 ubiquitin-protein ligase HERC4,0,0,1,HERC4
SeqId_7861_9,Q01974,Tyrosine-protein kinase transmembrane receptor ROR2,0,0,0,ROR2
SeqId_7863_50,O00264,Membrane-associated progesterone receptor component 1,0,0,1,PGRMC1
SeqId_7864_3,Q9NYZ4,Sialic acid-binding Ig-like lectin 8,0,0,0,SIGLEC8
SeqId_7865_126,P53816,HRAS-like suppressor 3,0,0,0,PLA2G16
SeqId_7866_11,Q96LL9,"DnaJ homolog subfamily C member 30, mitochondrial",0,0,0,DNAJC30
SeqId_7867_154,Q9NSC7,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",0,0,1,ST6GALNAC1
SeqId_7871_16,Q24JP5,Transmembrane protein 132A,0,0,1,TMEM132A
SeqId_7872_5,,,1,1,1,
SeqId_7873_32,Q96PF2,Testis-specific serine/threonine-protein kinase 2,0,0,0,TSSK2
SeqId_7875_86,P08567,Pleckstrin,0,0,1,PLEK
SeqId_7878_2,P60468,Protein transport protein Sec61 subunit beta,0,0,0,SEC61B
SeqId_7879_12,P08684,Cytochrome P450 3A4,0,0,0,CYP3A4
SeqId_7880_9,P25786,Proteasome subunit alpha type-1,0,0,1,PSMA1
SeqId_7881_244,Q8N5Y8,Protein mono-ADP-ribosyltransferase PARP16,0,0,1,PARP16
SeqId_7886_26,O15269,Serine palmitoyltransferase 1,0,0,0,SPTLC1
SeqId_7887_57,P10606,"Cytochrome c oxidase subunit 5B, mitochondrial",0,0,0,COX5B
SeqId_7888_58,Q9Y2R0,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",0,0,1,COA3
SeqId_7890_68,Q8N608,Inactive dipeptidyl peptidase 10,0,0,0,DPP10
SeqId_7891_45,P19224,UDP-glucuronosyltransferase 1-6,0,0,0,UGT1A6
SeqId_7892_132,A2RU67,Protein FAM234B,0,0,0,KIAA1467
SeqId_7894_155,P11487,Fibroblast growth factor 3,0,0,1,FGF3
SeqId_7895_108,Q8TCY5,Melanocortin-2 receptor accessory protein,0,0,0,MRAP
SeqId_7897_75,Q92796,Disks large homolog 3,0,0,0,DLG3
SeqId_7898_29,Q8TC05,Nuclear protein MDM1,0,0,0,MDM1
SeqId_7903_18,Q15836,Vesicle-associated membrane protein 3,0,0,0,VAMP3
SeqId_7905_30,P00738,Haptoglobin,0,0,0,HP
SeqId_7910_41,Q9P244,Leucine-rich repeat and fibronectin type III domain-containing protein 1,0,0,1,LRFN1
SeqId_7911_29,Q8IWT1,Sodium channel subunit beta-4,0,0,1,SCN4B
SeqId_7916_10,P31151,Protein S100-A7,0,0,0,S100A7
SeqId_7917_17,O75976,Carboxypeptidase D,0,0,0,CPD
SeqId_7918_114,P04745,Alpha-amylase 1,0,0,0,AMY1A
SeqId_7920_30,Q92186,"Alpha-2,8-sialyltransferase 8B",0,0,0,ST8SIA2
SeqId_7921_65,Q86VR8,Four-jointed box protein 1,0,0,0,FJX1
SeqId_7922_5,P35318,ADM,5,0,1,ADM
SeqId_7923_41,Q9C0C4,Semaphorin-4C,0,0,0,SEMA4C
SeqId_7924_7,P09693,T-cell surface glycoprotein CD3 gamma chain,0,0,0,CD3G
SeqId_7925_18,A6NFE2,Single-pass membrane and coiled-coil domain-containing protein 2,0,0,0,SMCO2
SeqId_7926_13,P49223,Kunitz-type protease inhibitor 3,0,0,0,SPINT3
SeqId_7927_16,Q9BVH7,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",0,0,0,ST6GALNAC5
SeqId_7928_183,O60507,Protein-tyrosine sulfotransferase 1,0,0,0,TPST1
SeqId_7930_3,Q9Y3B2,Exosome complex component CSL4,0,0,0,EXOSC1
SeqId_7932_23,Q8NBV8,Synaptotagmin-8,0,0,0,SYT8
SeqId_7933_75,Q9P0K1,Disintegrin and metalloproteinase domain-containing protein 22,0,0,0,ADAM22
SeqId_7934_11,Q9ULP0,Protein NDRG4,0,0,1,NDRG4
SeqId_7935_26,O95461,LARGE xylosyl- and glucuronyltransferase 1,0,0,0,LARGE
SeqId_7939_1,A1A4F0,Putative uncharacterized protein PQLC2L,0,0,0,PQLC2L
SeqId_7943_16,Q86UP6,CUB and zona pellucida-like domain-containing protein 1,0,0,0,CUZD1
SeqId_7944_1,Q8N743,Killer cell immunoglobulin-like receptor 3DL3,0,0,0,KIR3DL3
SeqId_7945_10,Q9H2E6,Semaphorin-6A,0,0,1,SEMA6A
SeqId_7947_19,Q96N21,AP-4 complex accessory subunit Tepsin,0,0,0,ENTHD2
SeqId_7948_129,A6NH11,Glycolipid transfer protein domain-containing protein 2,0,0,0,GLTPD2
SeqId_7950_142,Q6UXG8,Butyrophilin-like protein 9,0,0,0,BTNL9
SeqId_7952_2,Q96AJ9,Vesicle transport through interaction with t-SNAREs homolog 1A,0,0,0,VTI1A
SeqId_7953_20,Q13291,Signaling lymphocytic activation molecule,0,0,0,SLAMF1
SeqId_7955_195,P19827,Inter-alpha-trypsin inhibitor heavy chain H1,0,0,1,ITIH1
SeqId_7956_11,Q5TGZ0,MICOS complex subunit MIC10,0,0,1,MINOS1
SeqId_7957_2,Q8WXD2,Secretogranin-3,0,0,0,SCG3
SeqId_7959_34,Q9ULB5,Cadherin-7,0,0,1,CDH7
SeqId_7960_53,Q6S5H5,POTE ankyrin domain family member G,0,0,0,POTEG
SeqId_7962_11,P0C7L1,Serine protease inhibitor Kazal-type 8,0,0,0,SPINK8
SeqId_7963_36,,,1,1,1,
SeqId_7967_38,A6NI47,Putative POTE ankyrin domain family member M,0,0,0,POTEM
SeqId_7968_15,O95727,Cytotoxic and regulatory T-cell molecule,0,0,0,CRTAM
SeqId_7969_163,Q8NEX6,Protein WFDC11,0,0,0,WFDC11
SeqId_7970_315,Q13508,Ecto-ADP-ribosyltransferase 3,0,0,0,ART3
SeqId_7975_97,Q6ZN44,Netrin receptor UNC5A,0,0,0,UNC5A
SeqId_7976_19,Q9P0K9,DOMON domain-containing protein FRRS1L,0,0,0,FRRS1L
SeqId_7980_72,Q9NY97,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",0,0,1,B3GNT2
SeqId_7981_230,Q96L58,"Beta-1,3-galactosyltransferase 6",0,0,0,B3GALT6
SeqId_7982_10,Q9BYC8,"39S ribosomal protein L32, mitochondrial",0,0,0,MRPL32
SeqId_7983_1,Q9Y5F6,Protocadherin gamma-C5,0,0,0,PCDHGC5
SeqId_7986_98,Q9Y3Q0,N-acetylated-alpha-linked acidic dipeptidase 2,0,0,0,NAALAD2
SeqId_7989_5,A1L170,Uncharacterized protein C1orf226,0,0,0,C1orf226
SeqId_7991_54,Q8N6M8,IQ domain-containing protein F1,0,0,1,IQCF1
SeqId_7992_3,,,1,1,1,
SeqId_7993_23,Q6HA08,Astacin-like metalloendopeptidase,0,0,0,ASTL
SeqId_7994_41,Q86YB8,ERO1-like protein beta,0,0,1,ERO1LB
SeqId_7995_16,B2RUY7,von Willebrand factor C domain-containing protein 2-like,0,0,0,VWC2L
SeqId_7997_118,Q14184,Double C2-like domain-containing protein beta,0,0,0,DOC2B
SeqId_7999_23,P49961,Ectonucleoside triphosphate diphosphohydrolase 1,0,0,0,ENTPD1
SeqId_8000_17,Q8N109,Killer cell immunoglobulin-like receptor 2DL5A,0,0,0,KIR2DL5A
SeqId_8002_27,Q9H3S3,Transmembrane protease serine 5,0,0,0,TMPRSS5
SeqId_8003_57,Q8N145,Leucine-rich repeat LGI family member 3,0,0,0,LGI3
SeqId_8004_15,O14556,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",0,0,0,GAPDHS
SeqId_8005_1,P84157,Matrix-remodeling-associated protein 7,0,0,1,MXRA7
SeqId_8006_12,Q9NXW2,DnaJ homolog subfamily B member 12,0,0,0,DNAJB12
SeqId_8007_19,P07858,Cathepsin B,0,0,0,CTSB
SeqId_8008_28,O00198,Activator of apoptosis harakiri,0,0,0,HRK
SeqId_8009_121,Q15526,Surfeit locus protein 1,0,0,1,SURF1
SeqId_8011_96,Q6ZNF0,Acid phosphatase type 7,0,0,0,PAPL
SeqId_8013_9,Q9H0V9,VIP36-like protein,0,0,0,LMAN2L
SeqId_8014_359,Q5SRI9,"Glycoprotein endo-alpha-1,2-mannosidase",0,0,0,MANEA
SeqId_8015_144,,,1,1,1,
SeqId_8016_19,Q9NNZ3,DnaJ homolog subfamily C member 4,0,0,0,DNAJC4
SeqId_8017_23,Q96CU9,FAD-dependent oxidoreductase domain-containing protein 1,0,0,1,FOXRED1
SeqId_8018_43,Q96IQ7,V-set and immunoglobulin domain-containing protein 2,0,0,0,VSIG2
SeqId_8019_73,Q9NZ72,Stathmin-3,0,0,0,STMN3
SeqId_8021_59,Q6P1L8,"39S ribosomal protein L14, mitochondrial",0,0,1,MRPL14
SeqId_8023_23,,,1,1,1,
SeqId_8024_64,O60704,Protein-tyrosine sulfotransferase 2,0,0,0,TPST2
SeqId_8028_22,Q9NQ38,Serine protease inhibitor Kazal-type 5,0,0,0,SPINK5
SeqId_8029_35,,,1,1,1,
SeqId_8031_11,,,1,1,1,
SeqId_8032_23,P59942,Mitochondrial coiled-coil domain protein 1,0,0,0,MCCD1
SeqId_8033_1,Q9H819,DnaJ homolog subfamily C member 18,0,0,0,DNAJC18
SeqId_8034_6,A6NNA5,Dorsal root ganglia homeobox protein,0,0,0,DRGX
SeqId_8035_6,Q9H425,Uncharacterized protein C1orf198,0,0,0,C1orf198
SeqId_8036_75,P01225,Follitropin subunit beta,0,0,0,FSHB
SeqId_8038_41,Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",0,0,0,NSDHL
SeqId_8039_41,Q8N128,Protein FAM177A1,0,0,0,FAM177A1
SeqId_8040_9,Q68G75,LEM domain-containing protein 1,0,0,0,LEMD1
SeqId_8041_5,,,1,1,1,
SeqId_8042_88,Q5DT21,Serine protease inhibitor Kazal-type 9,0,0,0,SPINK9
SeqId_8043_153,P49747,Cartilage oligomeric matrix protein,0,0,0,COMP
SeqId_8044_90,P55808,Glycoprotein Xg,0,0,0,XG
SeqId_8045_3,Q8N743,Killer cell immunoglobulin-like receptor 3DL3,0,0,0,KIR3DL3
SeqId_8046_9,P09382,Galectin-1,0,0,0,LGALS1
SeqId_8048_9,Q8N4E7,"Ferritin, mitochondrial",7,0,1,FTMT
SeqId_8051_10,Q8N302,Angiogenic factor with G patch and FHA domains 1,0,0,0,AGGF1
SeqId_8053_16,Q8TBM8,DnaJ homolog subfamily B member 14,0,0,0,DNAJB14
SeqId_8055_33,P98153,Integral membrane protein DGCR2/IDD,0,0,0,DGCR2
SeqId_8057_78,,,1,1,1,
SeqId_8059_1,P40225,Thrombopoietin,0,0,0,THPO
SeqId_8060_7,O14511,"Pro-neuregulin-2, membrane-bound isoform",0,0,0,NRG2
SeqId_8061_102,Q6P995,Protein FAM171B,0,0,0,FAM171B
SeqId_8062_15,Q9NVM1,Protein eva-1 homolog B,0,0,0,EVA1B
SeqId_8064_125,P15151,Poliovirus receptor,0,0,0,PVR
SeqId_8065_245,P0C8F1,Prostate and testis expressed protein 4,0,0,0,PATE4
SeqId_8066_38,Q86SS6,Synaptotagmin-9,0,0,0,SYT9
SeqId_8067_21,Q9Y6H6,Potassium voltage-gated channel subfamily E member 3,0,0,0,KCNE3
SeqId_8068_43,Q6NSJ0,Myogenesis-regulating glycosidase,0,0,0,KIAA1161
SeqId_8069_85,P07766,T-cell surface glycoprotein CD3 epsilon chain,0,0,1,CD3E
SeqId_8070_88,P78352,Disks large homolog 4,0,0,0,DLG4
SeqId_8071_114,Q9Y5E2,Protocadherin beta-7,0,0,1,PCDHB7
SeqId_8072_19,,,1,1,1,
SeqId_8074_32,Q9BUB7,"Transmembrane protein 70, mitochondrial",0,0,0,TMEM70
SeqId_8076_4,Q8IXA5,Sperm acrosome membrane-associated protein 3,0,0,0,SPACA3
SeqId_8078_15,,,1,1,1,
SeqId_8079_39,Q8N140,EP300-interacting inhibitor of differentiation 3,0,0,0,EID3
SeqId_8080_24,Q1L6U9,Prostate-associated microseminoprotein,0,0,0,MSMP
SeqId_8081_55,Q8N7P1,Inactive phospholipase D5,0,0,0,PLD5
SeqId_8085_10,,,1,1,1,
SeqId_8086_49,Q9Y287,Integral membrane protein 2B,7,0,1,ITM2B
SeqId_8087_250,O43567,E3 ubiquitin-protein ligase RNF13,0,0,0,RNF13
SeqId_8088_56,Q8IVY1,Type III endosome membrane protein TEMP,0,0,0,C1orf210
SeqId_8089_173,P22736,Nuclear receptor subfamily 4 group A member 1,0,0,1,NR4A1
SeqId_8093_13,Q6NSJ0,Myogenesis-regulating glycosidase,0,0,1,KIAA1161
SeqId_8094_20,Q8N5K1,CDGSH iron-sulfur domain-containing protein 2,0,0,0,CISD2
SeqId_8097_77,Q5VXI9,Lipase member N,0,0,0,LIPN
SeqId_8098_37,P24557,Thromboxane-A synthase,0,0,0,TBXAS1
SeqId_8099_42,Q9BUD6,Spondin-2,0,0,1,SPON2
SeqId_8100_15,Q7Z4H4,Protein ADM2,0,0,0,ADM2
SeqId_8102_239,Q6ZWK4,Regulator of hemoglobinization and erythroid cell expansion protein,0,0,0,C1orf186
SeqId_8104_21,Q13651,Interleukin-10 receptor subunit alpha,0,0,0,IL10RA
SeqId_8106_15,P43307,Translocon-associated protein subunit alpha,0,0,0,SSR1
SeqId_8107_12,Q8WY98,Transmembrane protein 234,0,0,0,TMEM234
SeqId_8219_14,O60844,Zymogen granule membrane protein 16,0,0,1,ZG16
SeqId_8220_15,Q96D05,Uncharacterized protein FAM241B,7,0,1,C10orf35
SeqId_8221_19,P14174,Macrophage migration inhibitory factor,0,0,1,MIF
SeqId_8222_49,Q6ZTQ4,Cadherin-related family member 3,0,0,0,CDHR3
SeqId_8225_86,P29323,Ephrin type-B receptor 2,0,0,0,EPHB2
SeqId_8228_10,,,1,1,1,
SeqId_8229_1,Q4G148,Glucoside xylosyltransferase 1,0,0,0,GXYLT1
SeqId_8231_122,P17948,Vascular endothelial growth factor receptor 1,0,0,0,FLT1
SeqId_8233_2,Q86UX2,Inter-alpha-trypsin inhibitor heavy chain H5,0,0,0,ITIH5
SeqId_8235_48,P05060,Secretogranin-1,0,0,0,CHGB
SeqId_8236_8,Q8TCD1,UPF0729 protein C18orf32,0,0,0,C18orf32
SeqId_8237_56,Q6X4U4,Sclerostin domain-containing protein 1,0,0,0,SOSTDC1
SeqId_8242_9,P0C7M8,C-type lectin domain family 2 member L,0,0,0,CLEC2L
SeqId_8243_55,P00995,Serine protease inhibitor Kazal-type 1,0,0,0,SPINK1
SeqId_8244_16,Q9BYC5,"Alpha-(1,6)-fucosyltransferase",0,0,1,FUT8
SeqId_8245_27,Q9UMF0,Intercellular adhesion molecule 5,0,0,0,ICAM5
SeqId_8248_222,Q08ET2,Sialic acid-binding Ig-like lectin 14,5,0,1,SIGLEC14
SeqId_8249_124,Q9UM73,ALK tyrosine kinase receptor,0,0,0,ALK
SeqId_8250_2,Q12913,Receptor-type tyrosine-protein phosphatase eta,0,0,0,PTPRJ
SeqId_8252_2,Q6P988,Palmitoleoyl-protein carboxylesterase NOTUM,0,0,0,NOTUM
SeqId_8253_2,Q8WZA1,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",0,0,0,POMGNT1
SeqId_8255_34,Q9Y6F6,Protein MRVI1,0,0,1,MRVI1
SeqId_8258_22,Q8NBZ7,UDP-glucuronic acid decarboxylase 1,0,0,0,UXS1
SeqId_8259_25,,,1,1,1,
SeqId_8260_13,,,1,1,1,
SeqId_8261_51,P27105,Erythrocyte band 7 integral membrane protein,0,0,0,STOM
SeqId_8263_64,Q8TAI1,TYMS opposite strand protein,0,0,1,TYMSOS
SeqId_8265_225,P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma",0,0,0,TMPO
SeqId_8268_98,Q9Y663,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,0,0,0,HS3ST3A1
SeqId_8269_327,Q6UWY0,Arylsulfatase K,0,0,0,ARSK
SeqId_8271_24,,,1,1,1,
SeqId_8272_22,P56937,3-keto-steroid reductase,0,0,0,HSD17B7
SeqId_8273_84,Q8NI17,Interleukin-31 receptor subunit alpha,0,0,0,IL31RA
SeqId_8274_64,O15400,Syntaxin-7,0,0,1,STX7
SeqId_8275_31,Q5VY43,Platelet endothelial aggregation receptor 1,0,0,0,PEAR1
SeqId_8282_15,,,1,1,1,
SeqId_8285_64,P18509,Pituitary adenylate cyclase-activating polypeptide,0,0,0,ADCYAP1
SeqId_8286_44,,,1,1,1,
SeqId_8288_27,P02749,Beta-2-glycoprotein 1,0,0,1,APOH
SeqId_8289_8,Q14956,Transmembrane glycoprotein NMB,0,0,0,GPNMB
SeqId_8290_1,,,1,1,1,
SeqId_8296_117,Q7Z4H8,Protein O-glucosyltransferase 3,0,0,1,KDELC2
SeqId_8297_8,Q8IXB1,DnaJ homolog subfamily C member 10,0,0,1,DNAJC10
SeqId_8298_8,Q8WWF3,Serine-rich single-pass membrane protein 1,0,0,1,SSMEM1
SeqId_8299_66,P59901,Leukocyte immunoglobulin-like receptor subfamily A member 4,0,0,0,LILRA4
SeqId_8300_82,O75381,Peroxisomal membrane protein PEX14,0,0,0,PEX14
SeqId_8303_102,Q9HB07,"UPF0160 protein MYG1, mitochondrial",0,0,0,C12orf10
SeqId_8304_50,O00300,Tumor necrosis factor receptor superfamily member 11B,0,0,0,TNFRSF11B
SeqId_8305_18,Q8IWU5,Extracellular sulfatase Sulf-2,0,0,0,SULF2
SeqId_8306_54,O14668,Transmembrane gamma-carboxyglutamic acid protein 1,0,0,1,PRRG1
SeqId_8307_47,Q9H3H3,UPF0696 protein C11orf68,0,0,1,C11orf68
SeqId_8309_12,Q12794,Hyaluronidase-1,0,0,1,HYAL1
SeqId_8310_6,Q96DA0,Zymogen granule protein 16 homolog B,0,1,1,ZG16B
SeqId_8315_5,Q8N690,Beta-defensin 119,0,0,0,DEFB119
SeqId_8316_36,,,1,1,1,
SeqId_8318_13,Q7Z699,"Sprouty-related, EVH1 domain-containing protein 1",0,0,0,SPRED1
SeqId_8320_5,Q9NWH9,SAFB-like transcription modulator,0,0,0,SLTM
SeqId_8321_27,Q8N446,Zinc finger protein 843,0,0,0,ZNF843
SeqId_8323_163,Q07654,Trefoil factor 3,0,0,0,TFF3
SeqId_8325_37,P08319,Alcohol dehydrogenase 4,0,0,0,ADH4
SeqId_8326_63,Q6IA17,Single Ig IL-1-related receptor,0,0,0,SIGIRR
SeqId_8327_26,Q9H4A9,Dipeptidase 2,0,0,1,DPEP2
SeqId_8328_9,Q9HBU6,Ethanolamine kinase 1,0,0,0,ETNK1
SeqId_8334_65,Q8WWU5,T-complex protein 11 homolog,0,0,0,TCP11
SeqId_8336_267,Q8IYS0,Protein Aster-C,0,0,0,GRAMD1C
SeqId_8337_65,Q92729,Receptor-type tyrosine-protein phosphatase U,0,0,0,PTPRU
SeqId_8340_9,Q30KQ9,Beta-defensin 110,0,0,0,DEFB110
SeqId_8343_224,Q9BWT3,Poly(A) polymerase gamma,0,0,0,PAPOLG
SeqId_8345_27,Q96SL4,Glutathione peroxidase 7,0,0,1,GPX7
SeqId_8346_9,Q9UHL4,Dipeptidyl peptidase 2,0,0,1,DPP7
SeqId_8347_222,Q9H1M3,Beta-defensin 129,0,0,0,DEFB129
SeqId_8351_17,Q6UWY2,Serine protease 57,0,0,0,PRSS57
SeqId_8352_26,Q96PQ1,Sialic acid-binding Ig-like lectin 12,0,0,1,SIGLEC12
SeqId_8353_15,O60939,Sodium channel subunit beta-2,0,0,0,SCN2B
SeqId_8355_80,B1AKI9,Isthmin-1,0,0,0,ISM1
SeqId_8356_88,P01178,Oxytocin-neurophysin 1,0,0,0,OXT
SeqId_8357_43,Q9BR01,Sulfotransferase 4A1,0,0,0,SULT4A1
SeqId_8358_30,P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial",5,0,1,PRDX3
SeqId_8360_169,O76036,Natural cytotoxicity triggering receptor 1,0,0,0,NCR1
SeqId_8363_18,A8MWY0,UPF0577 protein KIAA1324-like,0,0,0,KIAA1324L
SeqId_8364_74,Q9Y2C2,Uronyl 2-sulfotransferase,0,0,0,UST
SeqId_8366_19,Q9H7X2,Uncharacterized protein C1orf115,0,0,0,C1orf115
SeqId_8367_142,Q86XK7,V-set and immunoglobulin domain-containing protein 1,0,0,0,VSIG1
SeqId_8368_102,P20333,Tumor necrosis factor receptor superfamily member 1B,0,0,0,TNFRSF1B
SeqId_8369_102,Q14118,Dystroglycan,0,0,0,DAG1
SeqId_8372_29,Q96JP9,Cadherin-related family member 1,0,0,0,CDHR1
SeqId_8374_5,P08138,Tumor necrosis factor receptor superfamily member 16,0,0,1,NGFR
SeqId_8376_25,P01229,Lutropin subunit beta,0,0,0,LHB
SeqId_8377_87,,,1,1,1,
SeqId_8378_3,O95751,Protein LDOC1,0,0,0,LDOC1
SeqId_8380_244,P80370,Protein delta homolog 1,0,0,0,DLK1
SeqId_8381_18,,,1,1,1,
SeqId_8382_47,Q8IW41,MAP kinase-activated protein kinase 5,0,0,0,MAPKAPK5
SeqId_8383_20,C9JXX5,Uncharacterized protein C11orf94,0,0,0,C11orf94
SeqId_8386_11,Q8WXA2,Prostate and testis expressed protein 1,0,0,0,PATE1
SeqId_8388_24,Q9UBP0,Spastin,0,0,0,SPAST
SeqId_8389_8,Q0VAA2,Leucine-rich repeat-containing protein 74A,0,0,1,LRRC74A
SeqId_8390_25,P24310,"Cytochrome c oxidase subunit 7A1, mitochondrial",7,0,1,COX7A1
SeqId_8391_12,Q30KQ5,Beta-defensin 115,0,0,0,DEFB115
SeqId_8394_56,P10153,Non-secretory ribonuclease,0,0,0,RNASE2
SeqId_8396_42,Q6GMR7,Fatty-acid amide hydrolase 2,0,0,0,FAAH2
SeqId_8397_147,Q6ZRP7,Sulfhydryl oxidase 2,0,0,0,QSOX2
SeqId_8398_277,P49788,Retinoic acid receptor responder protein 1,0,0,0,RARRES1
SeqId_8399_6,O94768,Serine/threonine-protein kinase 17B,0,0,0,STK17B
SeqId_8400_74,P07492,Gastrin-releasing peptide,0,0,0,GRP
SeqId_8402_22,Q9NRR1,Cytokine-like protein 1,0,1,1,CYTL1
SeqId_8403_18,P49327,Fatty acid synthase,7,0,1,FASN
SeqId_8404_102,Q9H3K6,BolA-like protein 2,0,0,0,BOLA2
